"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-04","0.10",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","66",",,H","62",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-05","0.25",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-06","1.09",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","61",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-07","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","77",",,H","63",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-08","0.35",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","85",",,H","63",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-09","0.04",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","63",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","60",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","72",",,H","56",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-12","0.57",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","58",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-13","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","53",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","56",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-15","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","65",",,H","69",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-16","0.08",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","84",",,H","65",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-17","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","59",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-18","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","67",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-19","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","62",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-20","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","57",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-21","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","57",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-22","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","83",",,H","61",",,H","66",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-23","0.02",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","55",",,H","55",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-24","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","64",",,H","52",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-25","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","66",",,H","42",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-26","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","68",",,H","43",",,H","55",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-27","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","52",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-28","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","55",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-29","0.00",",,H,0730",,,,,"81",",,H","56",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-30","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","77",",,H","57",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-31","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","52",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-01","0.00",",,H,0730",,,,,"77",",,H","53",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-02","0.25",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","59",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-03","0.26",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","48",",,H","48",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-04","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","58",",,H","39",",,H","40",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-05","0.15",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","52",",,H","40",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-06","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","41",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-07","0.04",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","58",",,H","36",",,H","37",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-08","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","61",",,H","37",",,H","47",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-09","0.01",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","46",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","50",",,H","50",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","50",",,H","50",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-12","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","71",",,H","50",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","59",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-15","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","84",",,H","64",",,H","68",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-16","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-17","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","61",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-18","0.13",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","56",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-19","0.09",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","69",",,H","57",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-20","0.36",",,H,0730",,,,,"64",",,H","57",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-21","0.52",",,H,0730",,,,,"68",",,H","59",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-22","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","70",",,H","50",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-23","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","50",",,H","51",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-24","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","51",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-25","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","51",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-26","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","46",",,H","46",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-27","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","46",",,H","54",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-28","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","71",",,H","44",",,H","51",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-29","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","51",",,H","53",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-30","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","88",",,H","52",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-01","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","59",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-02","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","59",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-03","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","53",",,H","54",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-04","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","85",",,H","53",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-05","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H",,,"69",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-06","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","71",",,H","38",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-07","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","58",",,H","37",",,H","42",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-08","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","53",",,H","28",",,H","28",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-09","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","62",",,H","28",",,H","49",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","67",",,H","44",",,H","44",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","62",",,H","35",",,H","36",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-12","0.01",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","67",",,H","35",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-13","0.09",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","63",",,H","38",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","52",",,H","37",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-15","0.11",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","45",",,H","38",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-16","0.04",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","50",",,H","43",",,H","49",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-17","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","67",",,H","49",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-18","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","60",",,H","45",",,H","45",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-19","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","55",",,H","35",",,H","42",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-20","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","37",",,H","45",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-21","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","52",",,H","38",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-22","0.02",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","42",",,H","34",",,H","34",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-23","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","46",",,H","30",",,H","32",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-24","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","49",",,H","26",",,H","27",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-25","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","27",",,H","47",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-26","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","50",",,H","44",",,H","47",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-27","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","62",",,H","43",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-28","0.15",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","55",",,H","42",",,H","44",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-29","0.53",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","45",",,H","31",",,H","31",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-30","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","50",",,H","30",",,H","30",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-31","0.01",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","46",",,H","30",",,H","35",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-01","0.06",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","40",",,H","31",",,H","33",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-02","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","41",",,H","33",",,H","37",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-03","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","51",",,H","33",",,H","34",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-04","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","53",",,H","32",",,H","36",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-05","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","30",",,H","30",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-06","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","25",",,H","34",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-07","0.01",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","50",",,H","31",",,H","34",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-08","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","38",",,H","21",",,H","23",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-09","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","32",",,H","17",",,H","17",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","25",",,H","16",",,H","23",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","38",",,H","23",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-12","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","48",",,H","31",",,H","31",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-13","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","47",",,H","24",",,H","24",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","24",",,H","32",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-15","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","66",",,H","32",",,H","35",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-16","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","43",",,H","20",",,H","29",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-17","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","41",",,H","23",",,H","23",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-18","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","37",",,H","22",",,H","22",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-19","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","44",",,H","22",",,H","34",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-20","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","39",",,H","34",",,H","38",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-21","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","38",",,H","23",",,H","23",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-11-22",,,,,,,,,,,"34",",,H,0730"
